regime,policy,episode,total_return,service_level,avg_on_hand,holding_cost,penalty_cost
stationary,ppo,81,2667.0000,0.9349,3.3846,176.0000,175.0000
stationary,ppo,82,2519.0000,0.9377,4.4808,233.0000,160.0000
stationary,ppo,83,2776.0000,0.9436,3.1346,163.0000,155.0000
stationary,ppo,84,2457.0000,0.9392,5.0385,262.0000,155.0000
stationary,ppo,85,2317.0000,0.9560,6.0385,314.0000,105.0000
stationary,ppo,86,2421.0000,0.9690,5.7308,298.0000,75.0000
stationary,ppo,87,2474.0000,0.8792,3.3846,176.0000,340.0000
stationary,ppo,88,2725.0000,0.9286,3.3654,175.0000,200.0000
stationary,ppo,89,2406.0000,0.9420,5.6731,295.0000,145.0000
stationary,ppo,90,2704.0000,0.9510,3.7692,196.0000,130.0000
stationary,ppo,91,2600.0000,0.9549,3.9808,207.0000,115.0000
stationary,ppo,92,2515.0000,0.9656,4.6538,242.0000,85.0000
stationary,ppo,93,2653.0000,0.9299,3.4808,181.0000,190.0000
stationary,ppo,94,2686.0000,0.9545,4.0769,212.0000,120.0000
stationary,ppo,95,2473.0000,0.9449,4.7500,247.0000,140.0000
stationary,ppo,96,2587.0000,0.9254,3.6346,189.0000,200.0000
stationary,ppo,97,2501.0000,0.9455,5.2885,275.0000,140.0000
stationary,ppo,98,2597.0000,0.9362,4.3654,227.0000,170.0000
stationary,ppo,99,2323.0000,0.9267,4.7500,247.0000,180.0000
seasonal,random,0,1467.0000,0.8838,20.6923,1076.0000,315.0000
seasonal,random,1,1279.0000,0.9557,25.7308,1338.0000,105.0000
seasonal,random,2,1434.0000,0.9798,27.7692,1444.0000,50.0000
seasonal,random,3,1809.0000,0.9451,21.6346,1125.0000,150.0000
seasonal,random,4,1529.0000,0.9939,27.6154,1436.0000,15.0000
seasonal,random,5,1420.0000,0.9916,27.5385,1432.0000,20.0000
seasonal,random,6,1701.0000,0.9545,24.0385,1250.0000,125.0000
seasonal,random,7,1044.0000,0.8068,19.0192,989.0000,515.0000
seasonal,random,8,1589.0000,0.9675,23.5962,1227.0000,80.0000
seasonal,random,9,1417.0000,0.9303,22.5769,1174.0000,175.0000
seasonal,random,10,1690.0000,0.9467,23.7500,1235.0000,145.0000
seasonal,random,11,1849.0000,0.9691,21.2115,1103.0000,80.0000
seasonal,random,12,1195.0000,0.8908,23.9808,1247.0000,280.0000
seasonal,random,13,1941.0000,0.9926,24.0192,1249.0000,20.0000
seasonal,random,14,1585.0000,0.9466,22.3462,1162.0000,135.0000
seasonal,random,15,1573.0000,0.9518,24.5769,1278.0000,125.0000
seasonal,random,16,1572.0000,0.9405,23.4038,1217.0000,155.0000
seasonal,random,17,1935.0000,1.0000,25.4038,1321.0000,0.0000
seasonal,random,18,1402.0000,0.9327,23.6538,1230.0000,170.0000
seasonal,random,19,1557.0000,0.8974,21.2115,1103.0000,280.0000
seasonal,random,20,1377.0000,0.8760,20.3846,1060.0000,325.0000
seasonal,random,21,1373.0000,0.9157,23.3462,1214.0000,215.0000
seasonal,random,22,1583.0000,0.9563,26.1538,1360.0000,115.0000
seasonal,random,23,1320.0000,0.8715,21.3462,1110.0000,340.0000
seasonal,random,24,1484.0000,0.9417,24.5385,1276.0000,150.0000
seasonal,random,25,1251.0000,0.9336,26.6154,1384.0000,165.0000
seasonal,random,26,1461.0000,0.9022,20.6731,1075.0000,250.0000
seasonal,random,27,1417.0000,0.8838,22.7885,1185.0000,320.0000
seasonal,random,28,2014.0000,0.9747,22.8846,1190.0000,70.0000
seasonal,random,29,1224.0000,0.9012,24.6538,1282.0000,250.0000
seasonal,random,30,1392.0000,0.9295,24.2692,1262.0000,180.0000
seasonal,random,31,1615.0000,0.9257,22.9423,1193.0000,200.0000
seasonal,random,32,1791.0000,0.9357,20.0000,1040.0000,175.0000
seasonal,random,33,1713.0000,0.9224,21.9615,1142.0000,215.0000
seasonal,random,34,1396.0000,0.9121,25.0962,1305.0000,235.0000
seasonal,random,35,1346.0000,0.8939,21.1154,1098.0000,270.0000
seasonal,random,36,1659.0000,0.9304,21.9038,1139.0000,190.0000
seasonal,random,37,1472.0000,0.9659,25.4808,1325.0000,85.0000
seasonal,random,38,1843.0000,0.9484,22.8077,1186.0000,145.0000
seasonal,random,39,1846.0000,0.9719,22.5962,1175.0000,75.0000
seasonal,random,40,1341.0000,0.8707,20.5769,1070.0000,335.0000
seasonal,random,41,1870.0000,0.9867,24.1346,1255.0000,35.0000
seasonal,random,42,1203.0000,0.8462,22.8654,1189.0000,420.0000
seasonal,random,43,966.0000,0.8472,23.4423,1219.0000,385.0000
seasonal,random,44,1690.0000,0.9738,22.5577,1173.0000,65.0000
seasonal,random,45,1587.0000,0.9210,20.8462,1084.0000,205.0000
seasonal,random,46,1486.0000,0.9305,24.3462,1266.0000,180.0000
seasonal,random,47,1427.0000,0.9132,21.8269,1135.0000,220.0000
seasonal,random,48,1508.0000,0.9034,21.5192,1119.0000,255.0000
seasonal,random,49,1464.0000,0.8930,20.2885,1055.0000,275.0000
seasonal,random,50,1259.0000,0.8802,21.6923,1128.0000,305.0000
seasonal,random,51,1222.0000,0.8959,24.1731,1257.0000,265.0000
seasonal,random,52,1579.0000,0.9326,22.3462,1162.0000,175.0000
seasonal,random,53,798.0000,0.8024,21.5962,1123.0000,495.0000
seasonal,random,54,1688.0000,0.9364,23.3654,1215.0000,175.0000
seasonal,random,55,1177.0000,0.9078,24.1538,1256.0000,225.0000
seasonal,random,56,1503.0000,0.8627,19.3654,1007.0000,390.0000
seasonal,random,57,1052.0000,0.9043,26.0192,1353.0000,235.0000
seasonal,random,58,1703.0000,0.9333,23.4615,1220.0000,185.0000
seasonal,random,59,1525.0000,0.9803,27.0962,1409.0000,50.0000
seasonal,random,60,1203.0000,0.8774,22.0769,1148.0000,315.0000
seasonal,random,61,654.0000,0.7769,22.1923,1154.0000,570.0000
seasonal,random,62,1592.0000,0.9196,20.3269,1057.0000,205.0000
seasonal,random,63,1041.0000,0.8794,23.9808,1247.0000,290.0000
seasonal,random,64,1788.0000,0.9430,21.9808,1143.0000,155.0000
seasonal,random,65,1376.0000,0.8505,19.9423,1037.0000,415.0000
seasonal,random,66,1787.0000,0.9846,24.0962,1253.0000,40.0000
seasonal,random,67,1294.0000,0.9342,24.8077,1290.0000,160.0000
seasonal,random,68,1756.0000,0.9923,25.7308,1338.0000,20.0000
seasonal,random,69,1770.0000,0.9730,23.2308,1208.0000,70.0000
seasonal,random,70,1491.0000,0.8905,20.5577,1069.0000,300.0000
seasonal,random,71,1335.0000,0.8684,20.6731,1075.0000,350.0000
seasonal,random,72,1064.0000,0.9000,24.9231,1296.0000,240.0000
seasonal,random,73,1131.0000,0.9137,24.5385,1276.0000,205.0000
seasonal,random,74,1473.0000,0.8831,21.6923,1128.0000,325.0000
seasonal,random,75,1281.0000,0.9184,24.2115,1259.0000,200.0000
seasonal,random,76,1123.0000,0.8317,20.5192,1067.0000,440.0000
seasonal,random,77,1405.0000,0.9690,25.9615,1350.0000,75.0000
seasonal,random,78,1384.0000,0.9272,23.7885,1237.0000,185.0000
seasonal,random,79,1125.0000,0.8882,24.6346,1281.0000,280.0000
seasonal,random,80,2006.0000,0.9679,23.1154,1202.0000,90.0000
seasonal,random,81,1395.0000,0.9232,24.4423,1271.0000,200.0000
seasonal,random,82,1812.0000,0.9775,24.5000,1274.0000,60.0000
seasonal,random,83,1191.0000,0.8399,20.6923,1076.0000,425.0000
seasonal,random,84,1391.0000,0.9136,22.8269,1187.0000,220.0000
seasonal,random,85,980.0000,0.8551,22.8269,1187.0000,355.0000
seasonal,random,86,1170.0000,1.0000,30.0385,1562.0000,0.0000
seasonal,random,87,1172.0000,0.8011,19.5000,1014.0000,560.0000
seasonal,random,88,1165.0000,0.8126,19.5577,1017.0000,520.0000
seasonal,random,89,963.0000,0.8125,21.4615,1116.0000,495.0000
seasonal,random,90,1684.0000,0.9345,21.5962,1123.0000,175.0000
seasonal,random,91,1837.0000,0.9802,21.2115,1103.0000,50.0000
seasonal,random,92,1066.0000,0.8875,23.8462,1240.0000,270.0000
seasonal,random,93,773.0000,0.7624,20.4231,1062.0000,645.0000
seasonal,random,94,1448.0000,0.9484,24.5000,1274.0000,130.0000
seasonal,random,95,1259.0000,0.9194,26.6154,1384.0000,205.0000
seasonal,random,96,874.0000,0.7942,23.0000,1196.0000,570.0000
seasonal,random,97,1287.0000,0.8608,19.2500,1001.0000,350.0000
seasonal,random,98,1276.0000,0.9435,26.7692,1392.0000,140.0000
seasonal,random,99,1224.0000,0.8834,21.2115,1103.0000,285.0000
seasonal,static_base_stock,0,2186.0000,0.8856,7.0000,364.0000,310.0000
seasonal,static_base_stock,1,2148.0000,0.9494,8.6923,452.0000,120.0000
seasonal,static_base_stock,2,2042.0000,0.9032,8.1923,426.0000,240.0000
seasonal,static_base_stock,3,2068.0000,0.8626,7.3654,383.0000,375.0000
seasonal,static_base_stock,4,2232.0000,0.9432,8.0385,418.0000,140.0000
seasonal,static_base_stock,5,1846.0000,0.8971,9.0577,471.0000,245.0000
seasonal,static_base_stock,6,2245.0000,0.8889,6.8846,358.0000,305.0000
seasonal,static_base_stock,7,2158.0000,0.8874,7.3077,380.0000,300.0000
seasonal,static_base_stock,8,2258.0000,0.9451,7.6346,397.0000,135.0000
seasonal,static_base_stock,9,2103.0000,0.9104,7.9615,414.0000,225.0000
seasonal,static_base_stock,10,2022.0000,0.8603,7.4231,386.0000,380.0000
seasonal,static_base_stock,11,2218.0000,0.9073,7.3462,382.0000,240.0000
seasonal,static_base_stock,12,2025.0000,0.8869,8.3654,435.0000,290.0000
seasonal,static_base_stock,13,2167.0000,0.8785,7.0192,365.0000,330.0000
seasonal,static_base_stock,14,2070.0000,0.9012,8.0000,416.0000,250.0000
seasonal,static_base_stock,15,1772.0000,0.8439,8.6731,451.0000,405.0000
seasonal,static_base_stock,16,2102.0000,0.8925,7.8462,408.0000,280.0000
seasonal,static_base_stock,17,2093.0000,0.8700,7.3462,382.0000,355.0000
seasonal,static_base_stock,18,2109.0000,0.9089,7.9808,415.0000,230.0000
seasonal,static_base_stock,19,2135.0000,0.8736,7.3462,382.0000,345.0000
seasonal,static_base_stock,20,2146.0000,0.8931,7.7308,402.0000,280.0000
seasonal,static_base_stock,21,2129.0000,0.9078,7.9615,414.0000,235.0000
seasonal,static_base_stock,22,2215.0000,0.9049,7.5192,391.0000,250.0000
seasonal,static_base_stock,23,2049.0000,0.8752,7.6731,399.0000,330.0000
seasonal,static_base_stock,24,2036.0000,0.8893,8.2115,427.0000,285.0000
seasonal,static_base_stock,25,1957.0000,0.8913,8.6731,451.0000,270.0000
seasonal,static_base_stock,26,2127.0000,0.9100,7.9423,413.0000,230.0000
seasonal,static_base_stock,27,2081.0000,0.8621,7.4808,389.0000,380.0000
seasonal,static_base_stock,28,2331.0000,0.8933,6.5000,338.0000,295.0000
seasonal,static_base_stock,29,2022.0000,0.8933,8.4615,440.0000,270.0000
seasonal,static_base_stock,30,2065.0000,0.8963,8.0385,418.0000,265.0000
seasonal,static_base_stock,31,1924.0000,0.8494,7.9423,413.0000,405.0000
seasonal,static_base_stock,32,2245.0000,0.8879,7.0769,368.0000,305.0000
seasonal,static_base_stock,33,2199.0000,0.8755,7.0385,366.0000,345.0000
seasonal,static_base_stock,34,2179.0000,0.8897,7.3462,382.0000,295.0000
seasonal,static_base_stock,35,2081.0000,0.9037,7.9615,414.0000,245.0000
seasonal,static_base_stock,36,2098.0000,0.8645,7.3846,384.0000,370.0000
seasonal,static_base_stock,37,2152.0000,0.9237,8.0385,418.0000,190.0000
seasonal,static_base_stock,38,2023.0000,0.8452,7.1538,372.0000,435.0000
seasonal,static_base_stock,39,2256.0000,0.9043,6.9423,361.0000,255.0000
seasonal,static_base_stock,40,2243.0000,0.9170,7.5385,392.0000,215.0000
seasonal,static_base_stock,41,2081.0000,0.8843,7.8846,410.0000,305.0000
seasonal,static_base_stock,42,2023.0000,0.8571,7.5962,395.0000,390.0000
seasonal,static_base_stock,43,1946.0000,0.8849,8.4615,440.0000,290.0000
seasonal,static_base_stock,44,2074.0000,0.9095,8.3269,433.0000,225.0000
seasonal,static_base_stock,45,2228.0000,0.9114,7.6923,400.0000,230.0000
seasonal,static_base_stock,46,1886.0000,0.8629,8.4808,441.0000,355.0000
seasonal,static_base_stock,47,2052.0000,0.8974,8.0385,418.0000,260.0000
seasonal,static_base_stock,48,2069.0000,0.8788,7.9808,415.0000,320.0000
seasonal,static_base_stock,49,2255.0000,0.9222,7.4808,389.0000,200.0000
seasonal,static_base_stock,50,2288.0000,0.9312,7.3269,381.0000,175.0000
seasonal,static_base_stock,51,2106.0000,0.9037,7.8654,409.0000,245.0000
seasonal,static_base_stock,52,2089.0000,0.8882,7.8269,407.0000,290.0000
seasonal,static_base_stock,53,2016.0000,0.8982,8.2500,429.0000,255.0000
seasonal,static_base_stock,54,2259.0000,0.8836,6.8654,357.0000,320.0000
seasonal,static_base_stock,55,2005.0000,0.9078,8.2308,428.0000,225.0000
seasonal,static_base_stock,56,2297.0000,0.8768,6.1731,321.0000,350.0000
seasonal,static_base_stock,57,1982.0000,0.9063,8.4231,438.0000,230.0000
seasonal,static_base_stock,58,2203.0000,0.8685,6.6154,344.0000,365.0000
seasonal,static_base_stock,59,1971.0000,0.8839,8.2308,428.0000,295.0000
seasonal,static_base_stock,60,2059.0000,0.8872,7.8269,407.0000,290.0000
seasonal,static_base_stock,61,2008.0000,0.8904,8.1154,422.0000,280.0000
seasonal,static_base_stock,62,2204.0000,0.9216,7.6154,396.0000,200.0000
seasonal,static_base_stock,63,1957.0000,0.9085,8.9423,465.0000,220.0000
seasonal,static_base_stock,64,2123.0000,0.8732,7.3462,382.0000,345.0000
seasonal,static_base_stock,65,2142.0000,0.8649,6.9808,363.0000,375.0000
seasonal,static_base_stock,66,2158.0000,0.9019,7.7115,401.0000,255.0000
seasonal,static_base_stock,67,1963.0000,0.9012,8.5577,445.0000,240.0000
seasonal,static_base_stock,68,2183.0000,0.9002,7.5192,391.0000,260.0000
seasonal,static_base_stock,69,2113.0000,0.8919,8.0577,419.0000,280.0000
seasonal,static_base_stock,70,2096.0000,0.8686,7.3077,380.0000,360.0000
seasonal,static_base_stock,71,2197.0000,0.8966,7.5000,390.0000,275.0000
seasonal,static_base_stock,72,1921.0000,0.9062,8.9231,464.0000,225.0000
seasonal,static_base_stock,73,2044.0000,0.9326,8.7308,454.0000,160.0000
seasonal,static_base_stock,74,1962.0000,0.8435,7.6346,397.0000,435.0000
seasonal,static_base_stock,75,1923.0000,0.8939,8.9423,465.0000,260.0000
seasonal,static_base_stock,76,2170.0000,0.9025,7.8269,407.0000,255.0000
seasonal,static_base_stock,77,1923.0000,0.9008,9.0962,473.0000,240.0000
seasonal,static_base_stock,78,2067.0000,0.8957,8.0385,418.0000,265.0000
seasonal,static_base_stock,79,1838.0000,0.8683,8.8846,462.0000,330.0000
seasonal,static_base_stock,80,2099.0000,0.8503,6.9808,363.0000,420.0000
seasonal,static_base_stock,81,2164.0000,0.9021,7.7115,401.0000,255.0000
seasonal,static_base_stock,82,2346.0000,0.9118,6.8269,355.0000,235.0000
seasonal,static_base_stock,83,2000.0000,0.8644,7.9615,414.0000,360.0000
seasonal,static_base_stock,84,2029.0000,0.8919,8.0769,420.0000,275.0000
seasonal,static_base_stock,85,2198.0000,0.9388,8.3077,432.0000,150.0000
seasonal,static_base_stock,86,2048.0000,0.9624,9.1731,477.0000,85.0000
seasonal,static_base_stock,87,2039.0000,0.8401,7.0962,369.0000,450.0000
seasonal,static_base_stock,88,2000.0000,0.8432,7.5577,393.0000,435.0000
seasonal,static_base_stock,89,1939.0000,0.8598,7.9808,415.0000,370.0000
seasonal,static_base_stock,90,2107.0000,0.8801,7.5577,393.0000,320.0000
seasonal,static_base_stock,91,2132.0000,0.9149,8.1731,425.0000,215.0000
seasonal,static_base_stock,92,2002.0000,0.9146,8.5962,447.0000,205.0000
seasonal,static_base_stock,93,2245.0000,0.8913,7.0000,364.0000,295.0000
seasonal,static_base_stock,94,1782.0000,0.8631,8.9038,463.0000,345.0000
seasonal,static_base_stock,95,2079.0000,0.9037,8.0000,416.0000,245.0000
seasonal,static_base_stock,96,2032.0000,0.8520,7.5000,390.0000,410.0000
seasonal,static_base_stock,97,2166.0000,0.9165,7.8846,410.0000,210.0000
seasonal,static_base_stock,98,1865.0000,0.8790,8.6731,451.0000,300.0000
seasonal,static_base_stock,99,1957.0000,0.8978,8.5962,447.0000,250.0000
seasonal,seasonal_base_stock,0,2743.0000,0.9686,5.8077,302.0000,85.0000
seasonal,seasonal_base_stock,1,2434.0000,0.9937,7.2500,377.0000,15.0000
seasonal,seasonal_base_stock,2,2442.0000,0.9718,7.3077,380.0000,70.0000
seasonal,seasonal_base_stock,3,2791.0000,0.9707,5.5577,289.0000,80.0000
seasonal,seasonal_base_stock,4,2486.0000,0.9838,7.3846,384.0000,40.0000
seasonal,seasonal_base_stock,5,2386.0000,0.9916,8.1923,426.0000,20.0000
seasonal,seasonal_base_stock,6,2819.0000,0.9727,5.5769,290.0000,75.0000
seasonal,seasonal_base_stock,7,2782.0000,0.9794,6.0577,315.0000,55.0000
seasonal,seasonal_base_stock,8,2545.0000,0.9939,7.1923,374.0000,15.0000
seasonal,seasonal_base_stock,9,2645.0000,1.0000,7.0577,367.0000,0.0000
seasonal,seasonal_base_stock,10,2807.0000,0.9743,5.4423,283.0000,70.0000
seasonal,seasonal_base_stock,11,2714.0000,0.9865,6.4808,337.0000,35.0000
seasonal,seasonal_base_stock,12,2602.0000,0.9747,6.4038,333.0000,65.0000
seasonal,seasonal_base_stock,13,2853.0000,0.9797,5.4615,284.0000,55.0000
seasonal,seasonal_base_stock,14,2580.0000,0.9822,6.8654,357.0000,45.0000
seasonal,seasonal_base_stock,15,2534.0000,0.9595,6.7115,349.0000,105.0000
seasonal,seasonal_base_stock,16,2685.0000,0.9789,6.1538,320.0000,55.0000
seasonal,seasonal_base_stock,17,2741.0000,0.9615,5.4615,284.0000,105.0000
seasonal,seasonal_base_stock,18,2559.0000,0.9822,7.1538,372.0000,45.0000
seasonal,seasonal_base_stock,19,2940.0000,0.9908,5.4038,281.0000,25.0000
seasonal,seasonal_base_stock,20,2703.0000,0.9790,6.1538,320.0000,55.0000
seasonal,seasonal_base_stock,21,2591.0000,0.9824,6.7308,350.0000,45.0000
seasonal,seasonal_base_stock,22,2754.0000,0.9867,6.2500,325.0000,35.0000
seasonal,seasonal_base_stock,23,2732.0000,0.9773,5.9615,310.0000,60.0000
seasonal,seasonal_base_stock,24,2734.0000,0.9981,6.2500,325.0000,5.0000
seasonal,seasonal_base_stock,25,2569.0000,0.9879,6.6731,347.0000,30.0000
seasonal,seasonal_base_stock,26,2440.0000,0.9589,7.2115,375.0000,105.0000
seasonal,seasonal_base_stock,27,2878.0000,0.9764,5.4808,285.0000,65.0000
seasonal,seasonal_base_stock,28,2988.0000,0.9910,5.2885,275.0000,25.0000
seasonal,seasonal_base_stock,29,2543.0000,0.9743,7.1154,370.0000,65.0000
seasonal,seasonal_base_stock,30,2601.0000,0.9785,6.6154,344.0000,55.0000
seasonal,seasonal_base_stock,31,2752.0000,0.9721,5.9808,311.0000,75.0000
seasonal,seasonal_base_stock,32,2797.0000,0.9706,5.5962,291.0000,80.0000
seasonal,seasonal_base_stock,33,2991.0000,0.9874,4.9231,256.0000,35.0000
seasonal,seasonal_base_stock,34,2817.0000,0.9850,5.8654,305.0000,40.0000
seasonal,seasonal_base_stock,35,2518.0000,0.9725,6.9615,362.0000,70.0000
seasonal,seasonal_base_stock,36,2847.0000,0.9744,5.6731,295.0000,70.0000
seasonal,seasonal_base_stock,37,2589.0000,0.9940,7.0385,366.0000,15.0000
seasonal,seasonal_base_stock,38,2893.0000,0.9644,5.3654,279.0000,100.0000
seasonal,seasonal_base_stock,39,2836.0000,0.9887,5.6923,296.0000,30.0000
seasonal,seasonal_base_stock,40,2621.0000,0.9730,6.7885,353.0000,70.0000
seasonal,seasonal_base_stock,41,2748.0000,0.9848,5.8846,306.0000,40.0000
seasonal,seasonal_base_stock,42,2739.0000,0.9615,5.8846,306.0000,105.0000
seasonal,seasonal_base_stock,43,2617.0000,0.9881,6.5577,341.0000,30.0000
seasonal,seasonal_base_stock,44,2371.0000,0.9577,7.6923,400.0000,105.0000
seasonal,seasonal_base_stock,45,2678.0000,0.9827,6.4808,337.0000,45.0000
seasonal,seasonal_base_stock,46,2662.0000,0.9807,6.4615,336.0000,50.0000
seasonal,seasonal_base_stock,47,2528.0000,0.9704,6.7115,349.0000,75.0000
seasonal,seasonal_base_stock,48,2778.0000,0.9848,6.1923,322.0000,40.0000
seasonal,seasonal_base_stock,49,2695.0000,0.9922,6.6346,345.0000,20.0000
seasonal,seasonal_base_stock,50,2615.0000,0.9823,6.5385,340.0000,45.0000
seasonal,seasonal_base_stock,51,2580.0000,0.9764,6.5769,342.0000,60.0000
seasonal,seasonal_base_stock,52,2682.0000,0.9846,6.6154,344.0000,40.0000
seasonal,seasonal_base_stock,53,2645.0000,0.9980,6.7308,350.0000,5.0000
seasonal,seasonal_base_stock,54,2844.0000,0.9691,5.5577,289.0000,85.0000
seasonal,seasonal_base_stock,55,2492.0000,0.9918,7.5385,392.0000,20.0000
seasonal,seasonal_base_stock,56,3037.0000,0.9789,4.5962,239.0000,60.0000
seasonal,seasonal_base_stock,57,2423.0000,0.9776,7.3462,382.0000,55.0000
seasonal,seasonal_base_stock,58,2872.0000,0.9640,5.3462,278.0000,100.0000
seasonal,seasonal_base_stock,59,2484.0000,0.9646,7.0385,366.0000,90.0000
seasonal,seasonal_base_stock,60,2621.0000,0.9767,6.7500,351.0000,60.0000
seasonal,seasonal_base_stock,61,2574.0000,0.9785,6.7500,351.0000,55.0000
seasonal,seasonal_base_stock,62,2524.0000,0.9706,6.7500,351.0000,75.0000
seasonal,seasonal_base_stock,63,2488.0000,0.9958,7.6154,396.0000,10.0000
seasonal,seasonal_base_stock,64,2890.0000,0.9816,5.4615,284.0000,50.0000
seasonal,seasonal_base_stock,65,2929.0000,0.9820,5.2115,271.0000,50.0000
seasonal,seasonal_base_stock,66,2746.0000,0.9923,6.3462,330.0000,20.0000
seasonal,seasonal_base_stock,67,2505.0000,0.9918,7.4423,387.0000,20.0000
seasonal,seasonal_base_stock,68,2643.0000,0.9750,6.5385,340.0000,65.0000
seasonal,seasonal_base_stock,69,2755.0000,0.9923,6.3269,329.0000,20.0000
seasonal,seasonal_base_stock,70,2691.0000,0.9507,5.7692,300.0000,135.0000
seasonal,seasonal_base_stock,71,2875.0000,0.9981,5.8846,306.0000,5.0000
seasonal,seasonal_base_stock,72,2456.0000,0.9896,7.4808,389.0000,25.0000
seasonal,seasonal_base_stock,73,2425.0000,0.9979,7.9615,414.0000,5.0000
seasonal,seasonal_base_stock,74,2895.0000,0.9712,4.7115,245.0000,80.0000
seasonal,seasonal_base_stock,75,2531.0000,0.9918,7.0192,365.0000,20.0000
seasonal,seasonal_base_stock,76,2718.0000,0.9866,6.5962,343.0000,35.0000
seasonal,seasonal_base_stock,77,2478.0000,0.9876,7.3077,380.0000,30.0000
seasonal,seasonal_base_stock,78,2582.0000,0.9783,7.0192,365.0000,55.0000
seasonal,seasonal_base_stock,79,2536.0000,0.9800,7.3077,380.0000,50.0000
seasonal,seasonal_base_stock,80,2946.0000,0.9715,5.0769,264.0000,80.0000
seasonal,seasonal_base_stock,81,2560.0000,0.9616,6.6538,346.0000,100.0000
seasonal,seasonal_base_stock,82,2879.0000,0.9944,5.8846,306.0000,15.0000
seasonal,seasonal_base_stock,83,2867.0000,0.9906,5.4615,284.0000,25.0000
seasonal,seasonal_base_stock,84,2642.0000,0.9882,6.6538,346.0000,30.0000
seasonal,seasonal_base_stock,85,2462.0000,0.9857,7.7115,401.0000,35.0000
seasonal,seasonal_base_stock,86,2279.0000,1.0000,8.3269,433.0000,0.0000
seasonal,seasonal_base_stock,87,2821.0000,0.9538,5.5962,291.0000,130.0000
seasonal,seasonal_base_stock,88,2793.0000,0.9586,5.4615,284.0000,115.0000
seasonal,seasonal_base_stock,89,2690.0000,0.9697,6.1923,322.0000,80.0000
seasonal,seasonal_base_stock,90,2719.0000,0.9738,5.9808,311.0000,70.0000
seasonal,seasonal_base_stock,91,2509.0000,0.9743,7.2692,378.0000,65.0000
seasonal,seasonal_base_stock,92,2442.0000,0.9875,7.5385,392.0000,30.0000
seasonal,seasonal_base_stock,93,2854.0000,0.9797,5.4423,283.0000,55.0000
seasonal,seasonal_base_stock,94,2549.0000,0.9821,7.2308,376.0000,45.0000
seasonal,seasonal_base_stock,95,2519.0000,0.9725,6.9423,361.0000,70.0000
seasonal,seasonal_base_stock,96,2933.0000,0.9783,4.9808,259.0000,60.0000
seasonal,seasonal_base_stock,97,2530.0000,0.9722,6.8077,354.0000,70.0000
seasonal,seasonal_base_stock,98,2546.0000,0.9919,7.4231,386.0000,20.0000
seasonal,seasonal_base_stock,99,2502.0000,0.9898,7.6346,397.0000,25.0000
seasonal,q_learning_ip,0,2357.0000,0.9539,11.5385,600.0000,125.0000
seasonal,q_learning_ip,1,2152.0000,1.0000,13.6923,712.0000,0.0000
seasonal,q_learning_ip,2,2169.0000,0.9738,12.7692,664.0000,65.0000
seasonal,q_learning_ip,3,2291.0000,0.9341,11.3269,589.0000,180.0000
seasonal,q_learning_ip,4,2203.0000,0.9838,12.8269,667.0000,40.0000
seasonal,q_learning_ip,5,1948.0000,0.9622,13.6538,710.0000,90.0000
seasonal,q_learning_ip,6,2366.0000,0.9454,11.1154,578.0000,150.0000
seasonal,q_learning_ip,7,2378.0000,0.9606,11.3269,589.0000,105.0000
seasonal,q_learning_ip,8,2253.0000,0.9858,11.9615,622.0000,35.0000
seasonal,q_learning_ip,9,2286.0000,0.9861,12.4808,649.0000,35.0000
seasonal,q_learning_ip,10,2322.0000,0.9449,11.7692,612.0000,150.0000
seasonal,q_learning_ip,11,2335.0000,0.9710,12.0769,628.0000,75.0000
seasonal,q_learning_ip,12,2191.0000,0.9591,12.6154,656.0000,105.0000
seasonal,q_learning_ip,13,2599.0000,0.9816,10.9423,569.0000,50.0000
seasonal,q_learning_ip,14,2230.0000,0.9704,12.3269,641.0000,75.0000
seasonal,q_learning_ip,15,2083.0000,0.9306,12.5962,655.0000,180.0000
seasonal,q_learning_ip,16,2307.0000,0.9655,11.9423,621.0000,90.0000
seasonal,q_learning_ip,17,2290.0000,0.9377,11.3846,592.0000,170.0000
seasonal,q_learning_ip,18,2237.0000,0.9683,12.2500,637.0000,80.0000
seasonal,q_learning_ip,19,2320.0000,0.9396,11.4038,593.0000,165.0000
seasonal,q_learning_ip,20,2298.0000,0.9580,12.0000,624.0000,110.0000
seasonal,q_learning_ip,21,2198.0000,0.9608,12.3462,642.0000,100.0000
seasonal,q_learning_ip,22,2238.0000,0.9487,11.9423,621.0000,135.0000
seasonal,q_learning_ip,23,2310.0000,0.9509,11.5000,598.0000,130.0000
seasonal,q_learning_ip,24,2223.0000,0.9573,12.0192,625.0000,110.0000
seasonal,q_learning_ip,25,2086.0000,0.9557,12.9615,674.0000,110.0000
seasonal,q_learning_ip,26,2166.0000,0.9609,12.6923,660.0000,100.0000
seasonal,q_learning_ip,27,2392.0000,0.9437,11.0192,573.0000,155.0000
seasonal,q_learning_ip,28,2459.0000,0.9512,10.8077,562.0000,135.0000
seasonal,q_learning_ip,29,2120.0000,0.9506,12.7115,661.0000,125.0000
seasonal,q_learning_ip,30,2223.0000,0.9648,12.4038,645.0000,90.0000
seasonal,q_learning_ip,31,2131.0000,0.9201,12.0000,624.0000,215.0000
seasonal,q_learning_ip,32,2395.0000,0.9504,11.3846,592.0000,135.0000
